Node_ID,Skill,Community_ID
109,CX,0
5,A/B Testing,1
651,Webtoon,1
398,NumPy,1
660,XGBoost,1
276,ISTQB,1
153,Data Cleansing,1
413,OpenAI API,1
670,dbt,1
542,Scikit-learn,1
544,Search Engine,1
546,Selenium,1
35,AWS QuickSight,1
165,Dataflow,1
42,Agile,1
43,Airflow,1
688,정보처리기사,1
565,Statistics,1
439,Pandas,1
55,Appium,1
443,Pillow,1
316,LTV,1
450,Power BI,1
327,LightGBM,1
587,Tableau,1
76,BeautifulSoup,1
335,Looker Studio,1
86,Braze,1
476,ROAS,1
226,GNN,1
230,Game,1
102,CPI,1
106,CSTS,1
492,Redash,1
112,CatBoost,1
624,Vertex AI,1
241,Google ADK,1
246,Growth Hacking,1
512,RxSwift,2
520,SAST,2
10,AIOps,2
523,SDLC,2
533,SRE,2
22,AWS Aurora,2
23,AWS Bedrock,2
24,AWS CloudFormation,2
27,AWS Direct Connect,2
541,Scala,2
32,AWS Kinesis,2
41,Account Abstraction,2
554,Smart Contract,2
558,Solidity,2
559,SonarQube,2
560,Spark,2
48,Android SDK,2
51,Ansible,2
564,Spring WebFlux,2
53,Apache,2
568,Storyboard,2
58,ArgoCD,2
576,Swift Concurrency,2
577,SwiftUI,2
73,Babylon.js,2
77,BentoML,2
78,BigQuery,2
81,Bitrise,2
83,Blockchain,2
84,Blockchain Node,2
85,Bootstrap,2
598,Triton,2
599,Tuist,2
605,UIKit,2
94,CCNA,2
608,Unit Test,2
98,CEX,2
614,VIPER,2
103,CQRS,2
111,Cassandra,2
625,ViewModel,2
114,Causal Inference,2
122,Clean Architecture,2
636,Wallet,2
637,WatchOS,2
638,Web API,2
128,Combine,2
641,Web3,2
642,Web3.js,2
133,Core Graphics,2
134,Coroutine,2
137,Cross-browsing,2
138,Crypto,2
139,Cryptography,2
141,Cypress,2
143,DApp,2
145,DEX,2
658,Wireframe,2
659,XCTest,2
151,Dagger Hilt,2
154,Data Extraction,2
155,Data Governance,2
666,ZK-Rollups,2
157,Data Modeling,2
158,Data Quality,2
159,Data Warehouse,2
160,DataBinding,2
674,iPadOS,2
676,k6,2
678,nGrinder,2
166,DeFi,2
681,tvOS,2
682,vLLM,2
685,보안약점진단원,2
686,정보보안기사,2
687,정보보호,2
181,ELT,2
183,EMR,2
187,ETL,2
188,EVM,2
194,Ethers.js,2
197,Exchange,2
208,Finance,2
209,Fine-tuning,2
210,Fintech,2
214,Flink,2
217,Fortify,2
219,Foundry,2
233,Geth,2
237,GitLab CI,2
238,GitOps,2
239,Glide,2
243,Google Workspace,2
244,Grafana,2
255,HTML Canvas,2
257,Hadoop,2
259,Hardhat,2
261,Helm,2
275,ISO27001,2
278,IaC,2
279,Iceberg,2
281,Impala,2
284,JMeter,2
289,JWT,2
295,Jetpack,2
300,KMM,2
302,KServe,2
306,Kibana,2
307,Koin,2
309,KubeFlow,2
311,L2 Switch,2
315,LLMOps,2
319,LangChain,2
320,LangGraph,2
321,LangSmith,2
323,Layer 2,2
331,LiveData,2
334,Loki,2
336,Lottie,2
347,MLFlow,2
356,MVP,2
360,Markdown,2
365,Message Queue,2
374,Model Serving,2
387,Navigation Component,2
405,OP Stack,2
407,OSCP,2
409,OWASP,2
411,Observability,2
412,On-premise,2
420,OpenTelemetry,2
428,PHP,2
438,Paging,2
451,PowerShell,2
454,Prometheus,2
457,ProtoPie,2
461,Pulsar,2
468,QueryDSL,2
470,R,2
490,Recharts,2
495,Redshift,2
499,Retrofit,2
504,Room,2
505,Router,2
509,Rust,2
