Node_ID,Skill,Community_ID
1,.NET,0
7,ABAP,0
264,MongoDB,0
12,AML,0
269,MySQL,0
17,ASP.NET,0
274,Network,0
21,AWS Aurora,0
278,No-code,0
279,NoSQL,0
27,AWS ECS,0
28,AWS EKS,0
29,AWS ElastiCache,0
34,AWS RDS,0
36,AWS SNS,0
37,AWS SQS,0
292,On-premise,0
41,Altium,0
298,OpenStack,0
299,OpenTelemetry,0
300,OrCAD,0
301,Oracle,0
46,Ansible,0
303,PADS,0
304,PCB,0
49,Apps Script,0
306,PL,0
51,ArgoCD,0
52,Async,0
307,PLM,0
58,Backup/Restore,0
323,PostgreSQL,0
71,CAN,0
72,CCNP,0
76,CQRS,0
336,Pulsar,0
86,Celery,0
344,RDBMS,0
345,REST API,0
351,RabbitMQ,0
357,Redis,0
104,DDD,0
361,Replit,0
107,DPDK,0
369,Rust,0
370,SAP,0
371,SAP CO,0
372,SAP FI,0
373,SAP S/4HANA,0
125,DevOps,0
129,DocumentDB,0
130,DynamoDB,0
385,Salesforce,0
392,Security,0
396,Shell Script,0
403,Socket,0
408,Spring,0
409,Spring Security,0
410,Spring WebFlux,0
412,Storage,0
420,Swagger,0
169,Go,0
426,TMS,0
175,GraphQL,0
436,Tibero,0
183,Hadoop,0
186,Helm,0
187,Hive,0
190,IAM,0
446,Unix,0
193,ISMS-P,0
449,VBA,0
196,ISO27001,0
453,VPC,0
201,Impala,0
202,IoT,0
207,JWT,0
463,WMS,0
210,Jenkins,0
469,WebRTC,0
216,KVM,0
474,Windows,0
481,Zabbix,0
488,n8n,0
234,Linux,0
493,정보보안기사,0
239,Low-code,0
244,MES,0
249,MQTT,0
251,MS-SQL,0
252,MSA,0
254,MariaDB,0
5,A/B Testing,1
6,AARRR,1
8,AD Tech,1
16,ARPU,1
20,AWS Athena,1
22,AWS Bedrock,1
23,AWS CloudFormation,1
24,AWS CloudFront,1
30,AWS Kinesis,1
31,AWS Lambda,1
33,AWS QuickSight,1
35,AWS S3,1
39,Agile,1
42,Amplitude,1
47,Apache,1
50,AppsFlyer,1
54,AutoML,1
59,BeautifulSoup,1
60,BentoML,1
61,BigQuery,1
65,Braze,1
68,CAC,1
73,CDC,1
75,CPI,1
82,CX,1
83,Cassandra,1
84,CatBoost,1
85,Causal Inference,1
88,ChatGPT,1
90,Claude,1
93,Cohort Analysis,1
97,Copilot,1
98,Copilot Studio,1
100,Credit Scoring,1
101,Crypto,1
102,Cursor,1
110,Data Cleansing,1
111,Data Extraction,1
112,Data Governance,1
113,Data Mart,1
114,Data Modeling,1
115,Data Quality,1
116,Data Warehouse,1
117,DataHub,1
118,Databricks,1
119,Datadog,1
120,Dataflow,1
122,Debezium,1
131,E-commerce,1
132,ELT,1
133,EMR,1
134,ERP,1
135,ETL,1
137,Elasticsearch,1
139,Excel,1
140,Exchange,1
143,FHIR,1
145,Facebook Ads,1
149,Finance,1
151,Fintech,1
152,Firebase,1
154,Flink,1
158,Foundry,1
159,Funnel Analysis,1
163,Game,1
167,GitLab CI,1
168,GitOps,1
171,Google AdMob,1
172,Google Analytics,1
173,Google Workspace,1
174,Grafana,1
176,Growth Hacking,1
177,HBase,1
178,HIS,1
179,HL7,1
199,IaC,1
200,Iceberg,1
205,JPA,1
218,Kanban,1
219,Kibana,1
221,Kotlin,1
225,LLMOps,1
226,LTV,1
232,LightGBM,1
236,Logistics,1
238,Looker Studio,1
240,Luigi,1
242,MAU,1
250,MS Office,1
255,Markdown,1
256,Media,1
258,Metabase,1
259,MetricFlow,1
260,Milvus,1
281,North Star Metric,1
283,NumPy,1
287,O2O,1
290,ORM,1
291,Observability,1
293,Oozie,1
311,PO,1
314,Pandas,1
325,Power Apps,1
326,Power Automate,1
327,Power BI,1
328,Power Platform,1
329,Prefect,1
330,Prometheus,1
333,Protocol Buffers,1
335,Pub/Sub,1
342,R,1
346,ROAS,1
347,ROI,1
349,RPA,1
356,Redash,1
359,Redshift,1
362,Retention,1
366,Room,1
375,SCM,1
382,SRE,1
386,Scala,1
388,Scikit-learn,1
390,ScyllaDB,1
401,Snowflake,1
407,Spreadsheet,1
411,Statistics,1
413,Storm,1
416,Streaming,1
418,Superset,1
429,Tableau,1
433,Terraform,1
438,Trino,1
445,Unity Ads,1
452,VOC,1
455,VTK,1
458,Vertex AI,1
476,XGBoost,1
482,Zeplin,1
485,dbt,1
257,Medical Device,2
2,3D Geometry,2
3,3D Motion,2
4,3D Reconstruction,2
262,Model Serving,2
263,Monday.com,2
9,ADAS,2
11,AIOps,2
267,Multi-thread,2
268,Multimodal,2
14,AR,2
15,ARM,2
272,NPU,2
270,NLP,2
18,ASR,2
275,Neural Rendering,2
271,NLTK,2
285,Nvidia Issac Sim,2
286,Nvidia Omniverse,2
288,ONNX,2
38,Action Recognition,2
295,OpenCL,2
296,OpenCV,2
297,OpenGL,2
45,Animation,2
53,Audio,2
55,Autonomous Driving,2
313,PX4,2
316,Photoshop,2
317,Physics Engine,2
318,Pillow,2
63,Blender,2
322,Pose Estimation,2
67,C++,2
69,CAD,2
331,Prompt Engineering,2
334,Prototyping,2
80,CUDA,2
81,CVAT,2
340,QNX,2
341,Quantization,2
89,Circuit Design,2
348,ROS,2
92,Codec,2
94,Computer Graphics,2
95,Computer Vision,2
350,RTOS,2
352,Ray,2
99,Crawler,2
105,DICOM,2
363,Rigging,2
108,DSP,2
109,Dagger Hilt,2
365,Robotics,2
367,Routing,2
377,SLAM,2
123,Depth Estimation,2
381,SQLAlchemy,2
126,Diffusion,2
387,Scikit-image,2
138,Embedded,2
394,Sensor,2
397,Simulation,2
144,FPGA,2
400,Smart Factory,2
402,SoC,2
405,SpaCy,2
150,Fine-tuning,2
155,Flow,2
157,Foundation Model,2
161,GNN,2
162,GPU,2
422,SystemVerilog,2
424,TCP/UDP,2
425,TDD,2
427,TPM,2
428,TTS,2
432,TensorRT,2
437,Transformer,2
439,Triton,2
185,Healthcare,2
443,Unit Test,2
444,Unity,2
189,Hybrid App,2
188,HuggingFace,2
447,Unreal Engine,2
192,IMU,2
191,IEC 62304,2
450,VITS,2
195,ISO 26262,2
194,ISO 14971,2
448,VAE,2
454,VR,2
457,Verilog,2
203,JAX,2
462,Vulkan,2
206,JSON,2
215,KMS,2
472,Webtoon,2
473,Whisper,2
220,KoNLPy,2
222,KubeFlow,2
479,YOLO,2
227,Label Studio,2
231,LiDAR,2
233,Linear Algebra,2
490,pytest,2
235,Linux Kernel,2
492,vLLM,2
241,MATLAB,2
243,MCU,2
245,MFC,2
247,MLFlow,2
261,Mobility,3
266,Multi-Agent,3
273,NestJS,3
276,Next.js,3
277,Nginx,3
280,Node.js,3
25,AWS CodePipeline,3
26,AWS Direct Connect,3
282,Notion,3
284,Nuxt.js,3
32,AWS OpenSearch,3
289,OOP,3
294,OpenAI API,3
43,Android,3
44,Angular,3
302,PACS,3
48,Appium,3
305,PHP,3
308,PM,3
309,PMF,3
310,PMP,3
312,PRD,3
57,Backoffice,3
315,Payment,3
62,Bitbucket,3
320,Playwright,3
321,Poetry,3
64,Blockchain,3
324,Postman,3
70,CAE,3
332,PropTech,3
78,CSS,3
79,CSTS,3
337,Puppeteer,3
87,Charles,3
91,Cloudflare,3
96,Confluence,3
353,React,3
354,React Native,3
355,Recharts,3
