Node_ID,Skill,Community_ID
385,Salesforce,0
1,.NET,0
134,ERP,0
7,ABAP,0
264,MongoDB,0
396,Shell Script,0
400,Smart Factory,0
17,ASP.NET,0
274,Network,0
403,Socket,0
21,AWS Aurora,0
278,No-code,0
408,Spring,0
27,AWS ECS,0
28,AWS EKS,0
289,OOP,0
34,AWS RDS,0
292,On-premise,0
294,OpenAI API,0
169,Go,0
426,TMS,0
301,Oracle,0
46,Ansible,0
49,Apps Script,0
306,PL,0
51,ArgoCD,0
436,Tibero,0
307,PLM,0
180,HMI,0
183,Hadoop,0
58,Backup/Restore,0
186,Helm,0
187,Hive,0
189,Hybrid App,0
446,Unix,0
449,VBA,0
193,ISMS-P,0
196,ISO27001,0
198,ITIL,0
72,CCNP,0
201,Impala,0
202,IoT,0
76,CQRS,0
463,WMS,0
464,WPF,0
210,Jenkins,0
474,Windows,0
349,RPA,0
481,Zabbix,0
488,n8n,0
361,Replit,0
493,정보보안기사,0
239,Low-code,0
113,Data Mart,0
370,SAP,0
371,SAP CO,0
372,SAP FI,0
373,SAP S/4HANA,0
244,MES,0
251,MS-SQL,0
252,MSA,0
125,DevOps,0
254,MariaDB,0
261,Mobility,1
6,AARRR,1
8,AD Tech,1
16,ARPU,1
24,AWS CloudFront,1
283,NumPy,1
31,AWS Lambda,1
287,O2O,1
39,Agile,1
42,Amplitude,1
50,AppsFlyer,1
310,PMP,1
311,PO,1
312,PRD,1
57,Backoffice,1
314,Pandas,1
60,BentoML,1
65,Braze,1
68,CAC,1
71,CAN,1
75,CPI,1
335,Pub/Sub,1
82,CX,1
84,CatBoost,1
346,ROAS,1
347,ROI,1
93,Cohort Analysis,1
96,Confluence,1
356,Redash,1
362,Retention,1
366,Room,1
111,Data Extraction,1
375,SCM,1
120,Dataflow,1
131,E-commerce,1
388,Scikit-learn,1
389,Scrum,1
139,Excel,1
145,Facebook Ads,1
407,Spreadsheet,1
152,Firebase,1
159,Funnel Analysis,1
418,Superset,1
163,Game,1
167,GitLab CI,1
168,GitOps,1
171,Google AdMob,1
172,Google Analytics,1
173,Google Workspace,1
176,Growth Hacking,1
438,Trino,1
442,UX,1
445,Unity Ads,1
452,VOC,1
455,VTK,1
458,Vertex AI,1
218,Kanban,1
475,Wireframe,1
476,XGBoost,1
226,LTV,1
482,Zeplin,1
232,LightGBM,1
236,Logistics,1
238,Looker Studio,1
242,MAU,1
250,MS Office,1
12,AML,2
273,NestJS,2
276,Next.js,2
277,Nginx,2
280,Node.js,2
25,AWS CodePipeline,2
26,AWS Direct Connect,2
284,Nuxt.js,2
291,Observability,2
36,AWS SNS,2
37,AWS SQS,2
41,Altium,2
299,OpenTelemetry,2
44,Angular,2
300,OrCAD,2
303,PADS,2
304,PCB,2
305,PHP,2
309,PMF,2
315,Payment,2
59,BeautifulSoup,2
62,Bitbucket,2
320,Playwright,2
64,Blockchain,2
78,CSS,2
337,Puppeteer,2
87,Charles,2
345,REST API,2
91,Cloudflare,2
353,React,2
354,React Native,2
355,Recharts,2
103,D3.js,2
360,Redux,2
104,DDD,2
364,Roadmap,2
368,Ruby on Rails,2
369,Rust,2
376,SEO,2
121,DeFi,2
378,SOLID,2
379,SPA,2
124,Design System,2
127,Django,2
384,SSR,2
383,SSE,2
391,Search Engine,2
136,EVM,2
393,Selenium,2
395,Sentry,2
141,Expo,2
142,Express.js,2
399,Smart Contract,2
147,Fastlane,2
148,Figma,2
404,Solidity,2
153,Flask,2
409,Spring Security,2
410,Spring WebFlux,2
156,Flutter,2
412,Storage,2
415,Storybook,2
417,Styled-components,2
419,Svelte,2
420,Swagger,2
166,GitHub Actions,2
423,TCP/IP,2
170,Google ADK,2
430,Tailwind CSS,2
431,Tanstack Query,2
434,Test Case,2
435,Three.js,2
181,HTML,2
182,HTTP,2
184,Hadoop YARN,2
440,TypeScript,2
441,UI,2
456,Vector DB,2
460,Vite,2
461,Vue,2
207,JWT,2
465,Wallet,2
211,Jest,2
468,WebGL,2
469,WebRTC,2
470,WebSocket,2
471,Webpack,2
214,Jotai,2
467,Web3,2
219,Kibana,2
480,Yarn Berry,2
483,Zod,2
484,Zustand,2
491,shadcn/ui,2
237,Loki,2
494,정보보호,2
249,MQTT,2
258,Metabase,3
259,MetricFlow,3
20,AWS Athena,3
23,AWS CloudFormation,3
281,North Star Metric,3
30,AWS Kinesis,3
33,AWS QuickSight,3
290,ORM,3
35,AWS S3,3
293,Oozie,3
47,Apache,3
52,Async,3
325,Power Apps,3
326,Power Automate,3
327,Power BI,3
328,Power Platform,3
329,Prefect,3
73,CDC,3
333,Protocol Buffers,3
336,Pulsar,3
83,Cassandra,3
85,Causal Inference,3
86,Celery,3
88,ChatGPT,3
90,Claude,3
351,RabbitMQ,3
97,Copilot,3
98,Copilot Studio,3
99,Crawler,3
100,Credit Scoring,3
101,Crypto,3
102,Cursor,3
359,Redshift,3
110,Data Cleansing,3
112,Data Governance,3
114,Data Modeling,3
115,Data Quality,3
116,Data Warehouse,3
117,DataHub,3
118,Databricks,3
