Node_ID,Skill,Community_ID
128,Claude,0
513,Ray,0
387,Milvus,0
516,Recharts,0
390,Model Serving,0
394,Multi-Agent,0
139,Copilot,0
396,Multimodal,0
524,Replit,0
401,NLP,0
402,NLTK,0
275,HuggingFace,0
148,Cursor,0
26,AWS Bedrock,0
287,ISO27001,0
676,Wav2Vec,0
37,AWS OpenSearch,0
431,On-premise,0
560,SQLAlchemy,0
433,OpenAI API,0
183,Django,0
697,Wireframe,0
571,Scikit-image,0
319,KoNLPy,0
322,KubeFlow,0
70,Azure,0
331,Label Studio,0
332,LangChain,0
333,LangGraph,0
334,LangSmith,0
464,Pillow,0
592,SpaCy,0
722,vLLM,0
468,Poetry,0
214,FastAPI,0
218,Fine-tuning,0
603,Storyboard,0
476,PowerShell,0
222,Flask,0
480,Prompt Engineering,0
361,MLFlow,0
362,MLOps,0
234,GDPR,0
236,GNN,0
496,RAG,0
241,Gemini,0
114,CVAT,0
627,Test Case,0
633,Triton,0
122,Charles,0
124,ChatGPT,0
261,HIG,1
262,HIS,1
267,HTML Canvas,1
12,AIOps,1
526,Retrofit,1
271,Hardhat,1
532,Room,1
535,Ruby,1
536,Ruby on Rails,1
537,Rust,1
25,AWS Aurora,1
540,RxSwift,1
30,AWS Direct Connect,1
549,SAST,1
552,SDLC,1
44,Account Abstraction,1
301,JWT,1
562,SRE,1
307,Jetpack,1
308,Jetpack Compose,1
52,Android SDK,1
51,Android,1
53,Android Studio,1
312,KMM,1
320,Koin,1
324,L2 Switch,1
328,LLMOps,1
585,Smart Contract,1
590,Solidity,1
78,Babylon.js,1
336,Layer 2,1
598,Spring WebFlux,1
88,Blockchain,1
344,LiveData,1
89,Blockchain Node,1
349,Lottie,1
610,Swift,1
612,SwiftUI,1
104,CEX,1
370,MVI,1
371,MVP,1
372,MVVM,1
375,Markdown,1
376,Material Design,1
380,Message Queue,1
382,Metabase,1
640,UIKit,1
129,Clean Architecture,1
643,Unit Test,1
133,Codec,1
141,Core Graphics,1
142,Coroutine,1
145,Cross-browsing,1
146,Crypto,1
147,Cryptography,1
404,Navigation Component,1
149,Cypress,1
151,DApp,1
663,ViewModel,1
153,DEX,1
159,Dagger Hilt,1
160,Dart,1
415,North Star Metric,1
674,Wallet,1
424,OP Stack,1
680,Web3,1
426,OSCP,1
681,Web3.js,1
428,OWASP,1
168,DataBinding,1
174,DeFi,1
429,Objective-C,1
448,PHP,1
705,ZK-Rollups,1
196,EVM,1
713,iOS,1
202,Ethers.js,1
459,Paging,1
205,Exchange,1
206,ExoPlayer,1
725,보안약점진단원,1
727,정보보호,1
217,Finance,1
219,Fintech,1
226,Fortify,1
482,ProtoPie,1
228,Foundry,1
486,Pulsar,1
493,QueryDSL,1
243,Geth,1
249,Glide,1
3,3D Geometry,2
4,3D Motion,2
5,3D Reconstruction,2
10,ADAS,2
14,AOSP,2
527,Rigging,2
16,AR,2
17,ARM,2
530,Robotics,2
20,ASPICE,2
21,ASR,2
22,AUTOSAR,2
539,RxJava,2
543,SAP CO,2
544,SAP ECC,2
548,SAP SD,2
554,SLAM,2
45,Action Recognition,2
557,SPI,2
46,Agile,2
49,Altium,2
566,STL,2
55,Animation,2
573,Scrum,2
65,Audio,2
67,Autonomous Driving,2
579,Sensor,2
68,Avalonia,2
583,Simulation,2
586,Smart Factory,2
74,BLE,2
588,SoC,2
76,BSP,2
87,Blender,2
600,SteamVR,2
93,C#,2
94,C++,2
96,CAD,2
97,CAE,2
98,CAN,2
614,SystemVerilog,2
105,CGAL,2
618,TLS,2
620,TPM,2
621,TTS,2
113,CUDA,2
625,TensorRT,2
119,Catch2,2
631,Transformer,2
125,Circuit Design,2
638,UART,2
641,USB,2
644,Unity,2
647,Unreal Engine,2
