Node_ID,Skill,Community_ID
1,.NET,0
2,.NET Core,0
8,ABAP,0
520,Redmine,0
13,AML,0
269,Hadoop,0
273,Helm,0
274,Hive,0
19,ASP.NET,0
276,Hybrid App,0
21,ASR,0
534,Routing,0
533,Router,0
281,IPS/IDS,0
541,SAN,0
542,SAP,0
32,AWS EKS,0
545,SAP FI,0
546,SAP MM,0
547,SAP S/4HANA,0
292,Illustrator,0
293,Impala,0
550,SCM,0
551,SCSS,0
42,AWS SNS,0
48,Ajax,0
561,SQLite,0
564,SSL,0
567,SVN,0
56,Ansible,0
569,Salesforce,0
313,KMS,0
315,KVM,0
311,Juniper,0
61,Apps Script,0
63,ArgoCD,0
581,Shell Script,0
73,BGP,0
589,Socket,0
591,SonarQube,0
80,Backup/Restore,0
598,Spring WebFlux,0
345,Logistics,0
346,Logstash,0
601,Storage,0
350,Low-code,0
99,CCIE,0
357,MES,0
613,Switch,0
615,TCP/IP,0
616,TCP/UDP,0
101,CCNP,0
366,MS-SQL,0
369,MVC,0
628,Three.js,0
629,Tibero,0
630,Tomcat,0
374,MariaDB,0
126,Cisco,0
127,Citrix,0
131,CodeIgniter,0
387,Milvus,0
646,Unix,0
649,VBA,0
653,VM,0
654,VMware,0
399,NAS,0
656,VPC,0
398,NAC,0
660,Vector DB,0
406,Netty,0
664,Virtualization,0
665,Visual Studio,0
410,Nginx,0
411,No-code,0
157,DPDK,0
671,WAF,0
679,Web Standards,0
425,ORM,0
427,OSPF,0
430,Observability,0
695,Windows,0
439,OpenStack,0
440,OpenTelemetry,0
696,Windows Server,0
443,Oracle,0
190,EMC/EMI,0
192,ERP,0
449,PL,0
706,Zabbix,0
711,eGovFramework,0
200,Endpoint Security,0
715,jQuery,0
717,n8n,0
209,FCM,0
724,x86,0
726,정보보안기사,0
728,정보처리기사,0
233,GDI/GDI+,0
247,GitLab CI,0
504,RPA,0
261,HIG,1
267,HTML Canvas,1
12,AIOps,1
526,Retrofit,1
271,Hardhat,1
532,Room,1
535,Ruby,1
536,Ruby on Rails,1
537,Rust,1
25,AWS Aurora,1
540,RxSwift,1
30,AWS Direct Connect,1
549,SAST,1
552,SDLC,1
44,Account Abstraction,1
301,JWT,1
562,SRE,1
307,Jetpack,1
52,Android SDK,1
308,Jetpack Compose,1
312,KMM,1
320,Koin,1
324,L2 Switch,1
328,LLMOps,1
585,Smart Contract,1
590,Solidity,1
78,Babylon.js,1
336,Layer 2,1
88,Blockchain,1
344,LiveData,1
89,Blockchain Node,1
90,Bootstrap,1
349,Lottie,1
612,SwiftUI,1
104,CEX,1
371,MVP,1
372,MVVM,1
375,Markdown,1
376,Material Design,1
380,Message Queue,1
129,Clean Architecture,1
643,Unit Test,1
133,Codec,1
141,Core Graphics,1
142,Coroutine,1
145,Cross-browsing,1
146,Crypto,1
147,Cryptography,1
404,Navigation Component,1
149,Cypress,1
151,DApp,1
663,ViewModel,1
153,DEX,1
159,Dagger Hilt,1
415,North Star Metric,1
674,Wallet,1
680,Web3,1
168,DataBinding,1
426,OSCP,1
424,OP Stack,1
428,OWASP,1
681,Web3.js,1
174,DeFi,1
448,PHP,1
705,ZK-Rollups,1
196,EVM,1
202,Ethers.js,1
459,Paging,1
205,Exchange,1
206,ExoPlayer,1
725,보안약점진단원,1
727,정보보호,1
217,Finance,1
219,Fintech,1
226,Fortify,1
482,ProtoPie,1
228,Foundry,1
486,Pulsar,1
493,QueryDSL,1
243,Geth,1
249,Glide,1
3,3D Geometry,2
4,3D Motion,2
5,3D Reconstruction,2
10,ADAS,2
14,AOSP,2
527,Rigging,2
16,AR,2
17,ARM,2
530,Robotics,2
20,ASPICE,2
22,AUTOSAR,2
539,RxJava,2
543,SAP CO,2
544,SAP ECC,2
548,SAP SD,2
554,SLAM,2
557,SPI,2
46,Agile,2
45,Action Recognition,2
49,Altium,2
566,STL,2
55,Animation,2
573,Scrum,2
65,Audio,2
67,Autonomous Driving,2
68,Avalonia,2
579,Sensor,2
583,Simulation,2
586,Smart Factory,2
74,BLE,2
588,SoC,2
76,BSP,2
87,Blender,2
600,SteamVR,2
93,C#,2
94,C++,2
96,CAD,2
97,CAE,2
98,CAN,2
614,SystemVerilog,2
618,TLS,2
620,TPM,2
621,TTS,2
113,CUDA,2
625,TensorRT,2
627,Test Case,2
631,Transformer,2
119,Catch2,2
125,Circuit Design,2
638,UART,2
641,USB,2
644,Unity,2
647,Unreal Engine,2
136,Computer Graphics,2
648,VAE,2
650,VHDL,2
652,VITS,2
657,VPN,2
658,VR,2
661,Verilog,2
154,DICOM,2
670,Vulkan,2
158,DSP,2
673,WPF,2
170,DataStore,2
683,WebGL,2
684,WebGPU,2
686,WebRTC,2
176,DeepStream,2
177,Depth Estimation,2
180,Device Driver,2
692,Win32 API,2
181,Diffusion,2
693,WinDbg,2
694,WinUI3,2
182,Digital Twin,2
188,EDR,2
701,XR,2
703,YOLO,2
198,Electron,2
199,Embedded,2
201,Ethernet,2
210,FFmpeg,2
723,vcpkg,2
212,FPGA,2
221,Firmware,2
227,Foundation Model,2
230,FreeRTOS,2
235,GLSL,2
237,GPU,2
239,GStreamer,2
258,HAL,2
260,HCI,2
264,HLS,2
265,HMI,2
277,I2C,2
279,IEC 62304,2
280,IMU,2
282,IPsec,2
284,ISO 13485,2
285,ISO 14971,2
286,ISO 26262,2
289,ITIL,2
294,IoT,2
295,JAX,2
297,JNI,2
325,L3 Switch,2
326,L4 Switch,2
337,Leaflet,2
338,LevelDB,2
339,LiDAR,2
341,Linear Algebra,2
343,Linux Kernel,2
352,MATLAB,2
354,MAVLink,2
355,MCAL,2
356,MCU,2
358,MFC,2
359,MISRA C,2
363,MPEG-DASH,2
364,MQTT,2
373,Mapbox,2
378,Medical Device,2
381,Meta Quest,2
383,Metal,2
388,Mobility,2
389,Modbus,2
391,Monday.com,2
395,Multi-thread,2
403,NPU,2
408,Neural Rendering,2
414,Nordic,2
419,Nvidia Issac Sim,2
420,Nvidia Omniverse,2
422,ONNX,2
434,OpenCL,2
435,OpenCV,2
436,OpenGL,2
437,OpenLayers,2
438,OpenSSL,2
